"Path","Lines","Defs"
"internal\gateway\server_test.go","8691","type orchestrationHook struct { | type permissionHookFunc func(context.Context, queryengine.PermissionHookRequest) (permissions.Decision, bool, error) | func (f permissionHookFunc) CheckPermission(ctx context.Context, request queryengine.PermissionHookRequest) (permissions.Decision, bool, error) { | type progressToolForGateway struct{} | type shellFailureExecutorForGateway struct{} | func (shellFailureExecutorForGateway) Run(_ context.Context, _ string) (string, error) { | func (shellFailureExecutorForGateway) RunDetailed(_ context.Context, _ string) (sandbox.ExecutionResult, error) { | func (progressToolForGateway) Definition() tools.Definition { | func (progressToolForGateway) Invoke(_ context.Context, _ session.Session, input string) (string, error) { | func (progressToolForGateway) InvokeWithContext(_ context.Context, toolCtx tools.ToolUseContext) (tools.ToolResult, error) { | func (progressToolForGateway) IsEnabled() bool           { return true } | func (progressToolForGateway) IsReadOnly(string) bool    { return true } | func (progressToolForGateway) IsDestructive(string) bool { return false } | func (progressToolForGateway) PromptDescription() string { return ""emit one progress event"" } | func (progressToolForGateway) SearchHint() string        { return ""progress echo"" } | func (progressToolForGateway) AlwaysLoad() bool          { return false } | func (progressToolForGateway) ShouldDefer() bool         { return false } | func (h *orchestrationHook) Handle(_ context.Context, event orchestration.Event) error { | func (h *orchestrationHook) Events() []orchestration.Event { | func waitForPermissionRequired(t *testing.T, conn *websocket.Conn) string { | func waitForEvent(t *testing.T, conn *websocket.Conn, eventName string) protocolws.Message { | func readCanUseToolControlRequest(t *testing.T, conn *websocket.Conn) protocolws.Message { | func connectGatewayTestClient(t *testing.T, server *Server) *websocket.Conn { | func readGatewayResponse(t *testing.T, conn *websocket.Conn) protocolws.Message { | func waitForGatewayMCPServerStatus(t *testing.T, conn *websocket.Conn, serverName, wantStatus string) map[string]any { | func TestHandleWebSocketMCPStatusReturnsNeedsAuthInventory(t *testing.T) { | func TestHandleWebSocketMCPStatusReturnsStartupDiscoveryFailure(t *testing.T) { | func TestHandleWebSocketMCPReconnectRefreshesInventory(t *testing.T) { | func TestHandleWebSocketMCPAuthenticateUsesStoredAuthContextAndReconnectsOnCompletion(t *testing.T) { | func TestHandleWebSocketConnectAndSendMessage(t *testing.T) { | func TestHandleWebSocketToolLoop(t *testing.T) { | func TestHandleWebSocketEmitsToolProgressEvents(t *testing.T) { | func TestHandleWebSocketDoesNotEmitRunErrorWhenApprovalIsRequired(t *testing.T) { | func TestHandleWebSocketPermissionHookAllowBypassesApprovalPrompt(t *testing.T) { | func TestHandleWebSocketPermissionHookDenyContinuesWithErrorToolResult(t *testing.T) { | func TestHandleWebSocketPermissionRequiredIncludesPromptMetadata(t *testing.T) { | func TestHandleWebSocketApprovalListIncludesPromptMetadata(t *testing.T) { | func TestHandleWebSocketApprovalApproveCarriesFeedbackBlocksIntoToolResult(t *testing.T) { | func TestHandleWebSocketCanUseToolControlRequestAllowRunsTool(t *testing.T) { | func TestHandleWebSocketCanUseToolControlRequestIncludesStructuredDecisionReason(t *testing.T) { | func TestHandleWebSocketPermissionRequiredIncludesStructuredDecisionReason(t *testing.T) { | func TestHandleWebSocketCanUseToolControlResponseDenyContinuesWithErrorToolResult(t *testing.T) { | func TestHandleWebSocketCanUseToolControlResponseUpdatedInputDrivesToolCall(t *testing.T) { | func TestHandleWebSocketCanUseToolControlRequestCarriesObjectNativeInput(t *testing.T) { | func TestHandleWebSocketToolLifecycleCarriesStructuredShellPayload(t *testing.T) { | func TestHandleWebSocketShellFailurePreservesStructuredResult(t *testing.T) { | func TestHandleWebSocketCanUseToolControlRequestRacesFallbackPermissionHook(t *testing.T) { | func TestHandleWebSocketApprovalListReturnsPendingRequests(t *testing.T) { | func TestHandleWebSocketApprovalApproveUpdatesRequestStatus(t *testing.T) { | func TestHandleWebSocketApprovalRejectUpdatesRequestStatus(t *testing.T) { | func TestHandleWebSocketApprovalRejectWithFeedbackContinuesWithErrorToolResult(t *testing.T) { | func TestHandleWebSocketApprovalListCanFilterByStatus(t *testing.T) { | func TestHandleWebSocketApprovalDecisionEmitsAuditEvent(t *testing.T) { | func TestHandleWebSocketApprovalClearRemovesTerminalRecords(t *testing.T) { | func TestHandleWebSocketSpawnSubagent(t *testing.T) { | func TestHandleWebSocketSessionStatus(t *testing.T) { | func TestHandleWebSocketSessionStatusIncludesDerivedPermissionModeForSubagent(t *testing.T) { | func TestHandleWebSocketSessionSetPermissionUpdatesStatusAndEnforcement(t *testing.T) { | func TestHandleWebSocketSessionSetPermissionUpdatesPlanAndAutoModeStatus(t *testing.T) { | func TestHandleWebSocketSessionSetPermissionRejectsInvalidPlanAndAutoCombination(t *testing.T) { | func TestHandleWebSocketSessionSetPermissionNormalizesClaudeCodeExternalModes(t *testing.T) { | func TestHandleWebSocketSessionStatusIncludesMainLoopModelState(t *testing.T) { | func TestHandleWebSocketSessionStatusLatchesInitialMainLoopModelWithoutOverride(t *testing.T) { | func TestHandleWebSocketSessionSetModelUpdatesStatusAndResolvedModelState(t *testing.T) { | func TestHandleWebSocketSessionSetModelAliasUpdatesResolvedModelState(t *testing.T) { | func TestHandleWebSocketSessionSetModelDefaultClearsOverride(t *testing.T) { | func TestHandleWebSocketSessionSetModelAffectsSubsequentQueryRequests(t *testing.T) { | func TestHandleWebSocketSessionSetModelDefaultRestoresBaseModelForQueries(t *testing.T) { | func TestHandleWebSocketSessionSetPermissionCascadeUpdatesExistingSubagentStatus(t *testing.T) { | func TestHandleWebSocketTasksAndSubagentsList(t *testing.T) { | func TestHandleWebSocketSubagentStop(t *testing.T) { | func TestHandleWebSocketMemoryList(t *testing.T) { | func TestHandleWebSocketSubagentSteer(t *testing.T) { | func TestHandleWebSocketSubagentSteerEmitsUpdatedEvent(t *testing.T) { | func TestHandleWebSocketSubagentSteerEmitsOrchestrationUpdatedEvent(t *testing.T) { | func TestHandleWebSocketSubagentStatusReturnsControlMessages(t *testing.T) { | func TestHandleWebSocketSubagentUpdatedIsSentToOrchestrationHook(t *testing.T) { | func TestHandleWebSocketOrchestrationStatusReturnsTrackedRuns(t *testing.T) { | func TestHandleWebSocketOrchestrationHistoryReturnsDecisionRecords(t *testing.T) { | func TestHandleWebSocketOrchestrationHistoryCanFilterRecords(t *testing.T) { | func TestHandleWebSocketOrchestrationSummaryAggregatesSessionState(t *testing.T) { | func TestHandleWebSocketOrchestrationEvaluateReturnsSuggestions(t *testing.T) { | func TestHandleWebSocketOrchestrationEvaluateCanFilterSuggestions(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanReturnsOrderedSteps(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanChainsDependencies(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanStepUpdatePersistsState(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanStepUpdateRejectsInvalidTransition(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanStepUpdateUnlocksDependentStep(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanStepHistoryReturnsExecutionAudit(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanStepHistoryCanFilterAndSummarize(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanOverviewSummarizesExecutionProgress(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanOverviewExposesLatestInProgressAction(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanOverviewExposesLatestBlockedAction(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanExecutionHistorySummarizesSessionAudit(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanExecutionHistoryCanFilterAndExposeLatestActiveAction(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanExecutionHistoryExposesLatestTerminalActions(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanExecutionHistoryCanFilterByActionID(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanExecutionHistoryCanFilterBySince(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanExecutionHistoryRejectsInvalidSince(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanExecutionHistoryCanFilterByUntil(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanExecutionHistoryRejectsInvalidUntil(t *testing.T) { | func TestHandleWebSocketOrchestrationPlanExecutionHistoryCanFilterBySinceAndUntil(t *testing.T) { | func TestHandleWebSocketSubagentResumeReusesChildSession(t *testing.T) { | func TestHandleWebSocketSubagentResumeEmitsCompletedEventForResumedAttempt(t *testing.T) { | func TestHandleWebSocketSystemRunToolLoop(t *testing.T) { | func TestHandleWebSocketSystemRunUsesSandboxForNonMainSession(t *testing.T) { | func TestHandleWebSocketReusesMainSessionByAgent(t *testing.T) { | func TestHandleWebSocketRejectsMismatchedAgentAndSession(t *testing.T) { | func TestHandleWebSocketQueuesMessagesPerSession(t *testing.T) { | type slowMockClient struct { | func (c *slowMockClient) Stream(ctx context.Context, req llm.GenerateRequest, handler llm.StreamHandler) error { | type objectToolCallClient struct{} | func (c *objectToolCallClient) Stream(_ context.Context, _ llm.GenerateRequest, handler llm.StreamHandler) error { | type progressToolCallClient struct{} | func (c *progressToolCallClient) Stream(_ context.Context, _ llm.GenerateRequest, handler llm.StreamHandler) error { | type failingShellToolCallClient struct { | func (c *failingShellToolCallClient) Stream(_ context.Context, _ llm.GenerateRequest, handler llm.StreamHandler) error { | type captureModelClient struct { | func (c *captureModelClient) Stream(_ context.Context, req llm.GenerateRequest, handler llm.StreamHandler) error { | func TestHandleWebSocketPassesConfiguredMainLoopModelIntoGenerateRequest(t *testing.T) { | func helloCommand() string {"
"internal\llm\anthropic.go","391","type AnthropicConfig struct { | type AnthropicClient struct { | type anthropicMessagesRequest struct { | type anthropicMessage struct { | type anthropicContentBlock struct { | type anthropicTool struct { | func NewAnthropicClient(cfg AnthropicConfig) *AnthropicClient { | func (c *AnthropicClient) Stream(ctx context.Context, req GenerateRequest, handler StreamHandler) error { | func buildAnthropicMessages(req GenerateRequest) []anthropicMessage { | func buildAnthropicHistoryMessage(msg session.Message) (anthropicMessage, bool) { | func anthropicBlocksFromMessage(msg session.Message) []anthropicContentBlock { | func buildAnthropicTools(defs []ToolDefinition) []anthropicTool { | func hasAnthropicToolSchema(schema map[string]any) bool { | func resolveAnthropicMessagesURL(raw string) string { | type anthropicStreamMessageStart struct { | type anthropicStreamContentStart struct { | type anthropicStreamContentDelta struct { | type anthropicStreamContentStop struct { | type anthropicPendingTool struct { | func consumeAnthropicSSE(r io.Reader, handler StreamHandler) error { | func emitAllAnthropicToolCalls(handler StreamHandler, pending map[int]*anthropicPendingTool, providerMessageID string) error { | func emitAnthropicToolCall(handler StreamHandler, pending *anthropicPendingTool, providerMessageID string) error {"
"internal\llm\anthropic_test.go","204","func TestAnthropicClientUsesMessagesAPIHeadersAndStreamsToolUse(t *testing.T) { | func TestAnthropicClientAppendsMessagesPathForBaseRoot(t *testing.T) { | func TestAnthropicClientOmitsSchemaLessToolsFromPayload(t *testing.T) { | func TestBuildAnthropicMessagesConvertsAssistantToolUseAndToolResultHistory(t *testing.T) {"
"internal\llm\client.go","124","type GenerateRequest struct { | type GenerateResponse struct { | type ToolDefinition struct { | type Client interface { | type StreamEvent struct { | type StreamHandler interface { | type MockClient struct{} | func NewMockClient() *MockClient { | func (c *MockClient) Stream(ctx context.Context, req GenerateRequest, handler StreamHandler) error { | func streamText(ctx context.Context, content string, handler StreamHandler) error { | func parseMockToolRequest(input string) (string, string, bool) { | func latestToolMessage(history []session.Message) *session.Message {"
"internal\llm\factory.go","92","func NewClientFromConfig(cfg config.LLMConfig) Client { | type RoutingClient struct { | func (c *RoutingClient) Stream(ctx context.Context, req GenerateRequest, handler StreamHandler) error { | func (c *RoutingClient) clientForProfile(profile ResolvedProfile) (Client, error) {"
"internal\llm\factory_test.go","247","func TestLoadProviderRoutingConfigFromMyclawConfigResolvesProfilesAndAgentRouting(t *testing.T) { | func TestLoadProviderRoutingConfigEnvironmentOverridesProviderSecrets(t *testing.T) { | func TestNewClientFromConfigRoutesRequestsByAgentType(t *testing.T) {"
"internal\llm\http_client.go","201","func newHTTPClient(timeout time.Duration, globalProxy, providerProxy ProxySettings) (*http.Client, error) { | func mustNewHTTPClient(timeout time.Duration, globalProxy, providerProxy ProxySettings) *http.Client { | func resolveProxyFunc(globalProxy, providerProxy ProxySettings) (func(*http.Request) (*url.URL, error), error) { | var ( | func selectConfiguredProxy(globalProxy, providerProxy ProxySettings) (ProxySettings, bool) { | func proxyConfigured(cfg ProxySettings) bool { | func hasEnvironmentProxy() bool { | func shouldBypassProxy(target *url.URL, noProxy []string) bool { | func doStreamingRequest(ctx context.Context, client *http.Client, method, url string, body []byte, headers map[string]string, maxRetries int) (*http.Response, error) { | func retryableStatus(code int) bool { | func waitForRetry(ctx context.Context, attempt int) error { | func copyHeaders(headers map[string]string) map[string]string {"
"internal\llm\http_client_test.go","110","func TestNewHTTPClientUsesProviderProxyOverrideOverGlobalProxy(t *testing.T) { | func TestNewHTTPClientUsesEnvironmentProxyOverConfiguredProxy(t *testing.T) { | func TestNewHTTPClientBypassesConfiguredProxyForNoProxyHosts(t *testing.T) {"
"internal\llm\model_catalog.go","583","type ModelDescriptor struct { | type ModelCatalog interface { | type staticModelCatalog struct { | func NewStaticModelCatalog(models []ModelDescriptor) ModelCatalog { | func (c *staticModelCatalog) ListModels(_ context.Context) ([]ModelDescriptor, error) { | func (c *staticModelCatalog) ValidateModel(_ context.Context, model string) error { | func (c *staticModelCatalog) DescribeModel(model string) (ModelDescriptor, bool) { | type configuredModelCatalog struct { | func NewModelCatalogFromConfig(cfg config.LLMConfig) ModelCatalog { | func catalogSettingsFromConfig(cfg config.LLMConfig) providerRoutingSettings { | func cloneStringMap(input map[string]string) map[string]string { | func (c *configuredModelCatalog) ListModels(ctx context.Context) ([]ModelDescriptor, error) { | func (c *configuredModelCatalog) ValidateModel(ctx context.Context, model string) error { | func (c *configuredModelCatalog) DescribeModel(model string) (ModelDescriptor, bool) { | func ClaudeCompactionConfig(base compaction.Config, model string, catalog ModelCatalog) compaction.Config { | func describeModelWithFallback(catalog ModelCatalog, model string) (ModelDescriptor, bool) { | func configuredModelDescriptors(settings providerRoutingSettings) []ModelDescriptor { | func providerList(settings providerRoutingSettings) []ProviderSettings { | func profileNameForModel(settings providerRoutingSettings, model string) string { | func discoverProviderModels(ctx context.Context, globalProxy ProxySettings, provider ProviderSettings) ([]ModelDescriptor, error) { | func modelsEndpoint(provider ProviderSettings) (string, error) { | func joinProviderPath(currentPath, leaf string) string { | func applyProviderAuthHeaders(req *http.Request, provider ProviderSettings) { | func parseOpenAIModels(r io.Reader, providerName string) ([]ModelDescriptor, error) { | func parseAnthropicModels(r io.Reader, providerName string) ([]ModelDescriptor, error) { | func heuristicModelDescriptor(model string) (ModelDescriptor, bool) { | func minPositive(value, ceiling int) int { | func catalogFirstNonEmpty(values ...string) string {"
"internal\llm\model_catalog_test.go","155","func TestModelCatalogListModelsIncludesConfiguredAndDiscoveredOpenAIModels(t *testing.T) { | func TestModelCatalogValidateModelUsesDiscoveredInventory(t *testing.T) { | func TestModelCatalogFallsBackToConfiguredModelsWhenRemoteDiscoveryUnavailable(t *testing.T) {"
"internal\llm\openai_compatible.go","506","type OpenAICompatibleConfig struct { | type OpenAICompatibleClient struct { | func NewOpenAICompatibleClient(cfg OpenAICompatibleConfig) *OpenAICompatibleClient { | func (c *OpenAICompatibleClient) Stream(ctx context.Context, req GenerateRequest, handler StreamHandler) error { | func effectiveModel(requestModel, defaultModel string) string { | type openAIChatRequest struct { | type openAIChatMessage struct { | type openAIChatTool struct { | type openAIFunctionTool struct { | type openAIToolCall struct { | type openAIToolCallFunction struct { | type openAIChatChunk struct { | type openAIToolCallDelta struct { | func buildChatMessages(req GenerateRequest) []openAIChatMessage { | func buildHistoryChatMessage(msg session.Message) openAIChatMessage { | const syntheticToolResultPlaceholder = ""[Tool result missing due to internal error]"" | const orphanedToolResultPlaceholder = ""[Orphaned tool result removed due to conversation resume]"" | func ensureOpenAIToolResultPairing(messages []openAIChatMessage) []openAIChatMessage { | func dedupeOpenAIToolCalls(calls []openAIToolCall, seen map[string]struct{}) []openAIToolCall { | func buildChatTools(defs []ToolDefinition) []openAIChatTool { | func toolChoice(defs []ToolDefinition) string { | func openAIToolCallsFromBlocks(blocks []model.MessageBlock) []openAIToolCall { | func toolArguments(block model.MessageBlock) string { | func openAIToolResultFromBlocks(msg session.Message) (string, string) { | func textContentFromBlocks(fallback string, blocks []model.MessageBlock) string { | func normalizeOpenAIChatRole(role string) string { | func buildSystemContent(req GenerateRequest) string { | func consumeSSE(r io.Reader, handler StreamHandler) error { | type streamingToolCall struct { | func emitStreamingToolCalls(handler StreamHandler, calls map[int]*streamingToolCall) error { | func decodeToolArguments(input string) map[string]any {"
"internal\llm\openai_compatible_test.go","351","func TestBuildChatMessagesNormalizesSummaryRoleToAssistant(t *testing.T) { | func TestOpenAICompatibleClientPrefersRequestModelOverride(t *testing.T) { | func TestOpenAICompatibleClientSendsNativeToolSchemasAndBlocks(t *testing.T) { | func TestOpenAICompatibleClientDoesNotSendSchemaForSchemaLessTools(t *testing.T) { | func TestOpenAICompatibleClientEmitsNativeToolCallFromStreamingDelta(t *testing.T) { | func TestBuildChatMessagesRepairsOrphanToolResultAtStart(t *testing.T) { | func TestBuildChatMessagesAddsSyntheticResultForMissingToolResult(t *testing.T) { | func TestBuildChatMessagesDeduplicatesToolUseAndToolResultIDs(t *testing.T) { | type discardStreamHandler struct{} | func (discardStreamHandler) OnEvent(StreamEvent) error { | type captureStreamHandler struct { | func (h *captureStreamHandler) OnEvent(event StreamEvent) error {"
